,interview,task,meanpupilsize,stddevpupilsize,maxpupilsize,minpupilsize,startpupilsize,endpupilsize
16,EA-049,Memory,-0.0685355575822,0.0687116282998,0.210957195671,-0.318836577435,-0.0681305955191,-0.0129437441539
17,EA-049,CookieTheft,-0.128405265366,0.0715847721139,0.195189523852,-0.321990111799,-0.112280076611,-0.118587145339
18,EA-049,PupilCalib,-0.00258213124455,0.0652668842872,0.214110730034,-0.274687096343,-0.0287114159726,-0.0902053360652
19,EA-063,EA-063_allsc,0.0412971048522,0.0754624694676,0.629824038175,-0.421294363257,-0.0315538323889,0.0314345362362
20,EA-063,Reading,-0.0115727052022,0.056338865312,0.629824038175,-0.421294363257,0.0530867879511,-0.0827318818968
21,EA-063,CookieTheft,0.0510084357042,0.0502926088154,0.417238294065,-0.19689830003,-0.00793319415449,0.0826125857441
22,EA-063,PupilCalib,-0.00634540200731,0.0795993189849,0.468416343573,-0.271696987772,-0.0315538323889,-5.96480763514e-05
23,EA-069,EA-069_allsc,-0.105489351734,0.0979225972789,0.354349141219,-0.503537704832,-0.161971645756,-0.221547121176
24,EA-069,Reading,-0.129788399412,0.0893423723659,0.354349141219,-0.503537704832,-0.11431126542,-0.0706225834451
25,EA-069,Memory,-0.0873580303865,0.0919997253375,0.342434046135,-0.32083958021,-0.0984244719745,-0.221547121176
